,pdq,Spdq,aic
1351,"(4, 4, 1)","(0, 0, 1, 12)",2142.0658621338193
775,"(2, 4, 1)","(0, 0, 0, 12)",2142.2421995938967
1587,"(5, 3, 0)","(1, 0, 1, 12)",2142.2870156781487
1075,"(3, 4, 2)","(1, 0, 0, 12)",2142.3970963291013
269,"(0, 5, 3)","(1, 0, 1, 12)",2142.430185430619
1072,"(3, 4, 2)","(0, 0, 1, 12)",2142.4437416449828
565,"(1, 5, 4)","(1, 0, 1, 12)",2142.453090911395
1294,"(4, 3, 0)","(0, 0, 0, 12)",2142.714986483991
492,"(1, 4, 1)","(1, 0, 0, 12)",2142.7587356265944
489,"(1, 4, 1)","(0, 0, 1, 12)",2142.779087621727
787,"(2, 4, 2)","(1, 0, 0, 12)",2142.8854057840845
784,"(2, 4, 2)","(0, 0, 1, 12)",2142.930696337124
557,"(1, 5, 3)","(1, 0, 1, 12)",2143.19925743826
1651,"(5, 4, 2)","(1, 0, 1, 12)",2143.2569941189645
1419,"(4, 5, 3)","(1, 0, 1, 12)",2143.278464378757
1135,"(3, 5, 4)","(0, 0, 0, 12)",2143.323099580354
501,"(1, 4, 2)","(1, 0, 1, 12)",2143.395742761433
1355,"(4, 4, 1)","(1, 0, 1, 12)",2143.4256609520935
1362,"(4, 4, 2)","(1, 0, 0, 12)",2143.478310854206
1359,"(4, 4, 2)","(0, 0, 1, 12)",2143.5166505162106
836,"(2, 5, 2)","(1, 0, 1, 12)",2143.533427750657
839,"(2, 5, 3)","(0, 0, 0, 12)",2143.5476169791787
1067,"(3, 4, 1)","(1, 0, 0, 12)",2143.73354658176
1064,"(3, 4, 1)","(0, 0, 1, 12)",2143.748043119493
1076,"(3, 4, 2)","(1, 0, 1, 12)",2143.798503912306
779,"(2, 4, 1)","(1, 0, 0, 12)",2144.0303826932995
1007,"(3, 3, 0)","(0, 0, 0, 12)",2144.0853519969983
276,"(0, 5, 4)","(1, 0, 0, 12)",2144.107834814712
273,"(0, 5, 4)","(0, 0, 1, 12)",2144.1111573700687
788,"(2, 4, 2)","(1, 0, 1, 12)",2144.1120680476465
322,"(1, 0, 4)","(0, 1, 0, 12)",2144.112507648159
493,"(1, 4, 1)","(1, 0, 1, 12)",2144.1240673945467
1298,"(4, 3, 0)","(1, 0, 0, 12)",2144.6984547534157
1295,"(4, 3, 0)","(0, 0, 1, 12)",2144.6996121920897
1363,"(4, 4, 2)","(1, 0, 1, 12)",2144.8442718491233
1366,"(4, 4, 3)","(0, 0, 0, 12)",2144.882777945065
843,"(2, 5, 3)","(1, 0, 0, 12)",2145.148716550531
1068,"(3, 4, 1)","(1, 0, 1, 12)",2145.161378862616
840,"(2, 5, 3)","(0, 0, 1, 12)",2145.175207232479
1136,"(3, 5, 4)","(0, 0, 1, 12)",2145.267281930687
780,"(2, 4, 1)","(1, 0, 1, 12)",2145.4935699578327
568,"(1, 5, 5)","(0, 0, 0, 12)",2145.530128110922
277,"(0, 5, 4)","(1, 0, 1, 12)",2145.956639137379
1011,"(3, 3, 0)","(1, 0, 0, 12)",2146.028016096497
1008,"(3, 3, 0)","(0, 0, 1, 12)",2146.031840566988
330,"(1, 0, 5)","(0, 1, 0, 12)",2146.214904332212
1675,"(5, 4, 5)","(1, 0, 1, 12)",2146.2263378579905
1699,"(5, 5, 2)","(1, 0, 1, 12)",2146.2534339523004
1299,"(4, 3, 0)","(1, 0, 1, 12)",2146.286966945311
844,"(2, 5, 3)","(1, 0, 1, 12)",2146.813033733125
1140,"(3, 5, 4)","(1, 0, 1, 12)",2147.0525234313172
1012,"(3, 3, 0)","(1, 0, 1, 12)",2147.554535770627
572,"(1, 5, 5)","(1, 0, 0, 12)",2147.6974761590286
569,"(1, 5, 5)","(0, 0, 1, 12)",2147.6980175945564
256,"(0, 5, 2)","(0, 0, 0, 12)",2147.729129751438
1194,"(4, 0, 5)","(0, 1, 1, 12)",2148.1733113752925
1143,"(3, 5, 5)","(0, 0, 0, 12)",2149.16502865544
906,"(3, 0, 5)","(0, 1, 1, 12)",2149.448342468251
573,"(1, 5, 5)","(1, 0, 1, 12)",2149.6679932547463
257,"(0, 5, 2)","(0, 0, 1, 12)",2149.6777709046796
1147,"(3, 5, 5)","(1, 0, 0, 12)",2151.2631628152258
1144,"(3, 5, 5)","(0, 0, 1, 12)",2151.4173455940095
545,"(1, 5, 2)","(0, 0, 1, 12)",2151.5063640980206
623,"(2, 0, 5)","(1, 1, 1, 12)",2152.159699329193
1686,"(5, 5, 1)","(0, 0, 0, 12)",2152.36399749658
549,"(1, 5, 2)","(1, 0, 1, 12)",2153.120607081762
618,"(2, 0, 5)","(0, 1, 0, 12)",2153.4020237145915
1148,"(3, 5, 5)","(1, 0, 1, 12)",2153.5487930689396
886,"(3, 0, 2)","(1, 1, 1, 12)",2153.5635273234875
261,"(0, 5, 2)","(1, 0, 1, 12)",2154.077338439256
314,"(1, 0, 3)","(0, 1, 0, 12)",2154.182615513275
1690,"(5, 5, 1)","(1, 0, 0, 12)",2154.364004415304
1687,"(5, 5, 1)","(0, 0, 1, 12)",2154.364014302964
720,"(2, 3, 0)","(0, 0, 0, 12)",2154.7326213747024
290,"(1, 0, 0)","(0, 1, 0, 12)",2154.9177642219497
871,"(3, 0, 1)","(0, 0, 0, 12)",2155.555617229025
909,"(3, 0, 5)","(1, 1, 0, 12)",2156.143352092195
1691,"(5, 5, 1)","(1, 0, 1, 12)",2156.3576723098013
1174,"(4, 0, 2)","(1, 1, 1, 12)",2156.5998534455584
724,"(2, 3, 0)","(1, 0, 0, 12)",2156.6973092566996
721,"(2, 3, 0)","(0, 0, 1, 12)",2156.6992810021097
910,"(3, 0, 5)","(1, 1, 1, 12)",2157.0626456833443
615,"(2, 0, 4)","(1, 1, 1, 12)",2157.5017907545666
894,"(3, 0, 3)","(1, 1, 1, 12)",2157.557027583839
875,"(3, 0, 1)","(1, 0, 0, 12)",2157.845863256863
553,"(1, 5, 3)","(0, 0, 1, 12)",2158.0428166354736
725,"(2, 3, 0)","(1, 0, 1, 12)",2158.212683994931
1461,"(5, 0, 2)","(1, 1, 1, 12)",2158.2736636651844
890,"(3, 0, 3)","(0, 1, 1, 12)",2159.251474843489
847,"(2, 5, 4)","(0, 0, 0, 12)",2159.6456665819624
306,"(1, 0, 2)","(0, 1, 0, 12)",2160.169538790045
581,"(2, 0, 0)","(1, 0, 1, 12)",2160.502670880026
200,"(0, 4, 1)","(0, 0, 0, 12)",2160.8284091804453
576,"(2, 0, 0)","(0, 0, 0, 12)",2160.9401677817023
876,"(3, 0, 1)","(1, 0, 1, 12)",2161.398398671902
863,"(3, 0, 0)","(0, 0, 0, 12)",2161.4385803287873
1454,"(5, 0, 2)","(0, 0, 0, 12)",2161.561413867511
851,"(2, 5, 4)","(1, 0, 0, 12)",2161.6139552850345
848,"(2, 5, 4)","(0, 0, 1, 12)",2161.6542645858535
584,"(2, 0, 1)","(0, 0, 0, 12)",2161.676967853032
868,"(3, 0, 0)","(1, 0, 1, 12)",2162.351329997154
589,"(2, 0, 1)","(1, 0, 1, 12)",2162.3742356517887
864,"(3, 0, 0)","(0, 0, 1, 12)",2162.4253178474805
867,"(3, 0, 0)","(1, 0, 0, 12)",2162.444905056955
1460,"(5, 0, 2)","(1, 1, 0, 12)",2162.470932383071
577,"(2, 0, 0)","(0, 0, 1, 12)",2162.472194439714
580,"(2, 0, 0)","(1, 0, 0, 12)",2162.4737705843977
1164,"(4, 0, 1)","(1, 0, 1, 12)",2162.48906559549
872,"(3, 0, 1)","(0, 0, 1, 12)",2162.6395028477486
1167,"(4, 0, 2)","(0, 0, 0, 12)",2162.6968896987296
1703,"(5, 5, 3)","(0, 0, 1, 12)",2162.7678046111
1151,"(4, 0, 0)","(0, 0, 0, 12)",2162.7794264226786
611,"(2, 0, 4)","(0, 1, 1, 12)",2162.792601684772
885,"(3, 0, 2)","(1, 1, 0, 12)",2162.802334581673
585,"(2, 0, 1)","(0, 0, 1, 12)",2162.8343410528882
1455,"(5, 0, 2)","(0, 0, 1, 12)",2162.8379910331673
588,"(2, 0, 1)","(1, 0, 0, 12)",2162.8465610531257
1458,"(5, 0, 2)","(1, 0, 0, 12)",2162.929217784712
1182,"(4, 0, 3)","(1, 1, 1, 12)",2163.008214844297
592,"(2, 0, 2)","(0, 0, 0, 12)",2163.3155978419018
1152,"(4, 0, 0)","(0, 0, 1, 12)",2163.400766957661
204,"(0, 4, 1)","(1, 0, 0, 12)",2163.4110903034525
201,"(0, 4, 1)","(0, 0, 1, 12)",2163.4180778783384
1155,"(4, 0, 0)","(1, 0, 0, 12)",2163.434778687403
852,"(2, 5, 4)","(1, 0, 1, 12)",2163.66036082252
298,"(1, 0, 1)","(0, 1, 0, 12)",2163.756262861566
1438,"(5, 0, 0)","(0, 0, 0, 12)",2163.7940860946987
1630,"(5, 4, 0)","(0, 0, 0, 12)",2164.0181221338635
645,"(2, 1, 2)","(1, 0, 1, 12)",2164.030550149095
1156,"(4, 0, 0)","(1, 0, 1, 12)",2164.0741902838045
593,"(2, 0, 2)","(0, 0, 1, 12)",2164.2847975388236
596,"(2, 0, 2)","(1, 0, 0, 12)",2164.2978900594608
1439,"(5, 0, 0)","(0, 0, 1, 12)",2164.312053199517
1442,"(5, 0, 0)","(1, 0, 0, 12)",2164.3882041597135
597,"(2, 0, 2)","(1, 0, 1, 12)",2164.441505456088
1168,"(4, 0, 2)","(0, 0, 1, 12)",2164.4962364210573
1459,"(5, 0, 2)","(1, 0, 1, 12)",2164.496576233497
600,"(2, 0, 3)","(0, 0, 0, 12)",2164.6087321907453
1398,"(4, 5, 1)","(0, 0, 0, 12)",2164.6540875375613
904,"(3, 0, 5)","(0, 0, 1, 12)",2164.6618154710536
205,"(0, 4, 1)","(1, 0, 1, 12)",2164.6702808132995
1175,"(4, 0, 3)","(0, 0, 0, 12)",2164.7290819604787
896,"(3, 0, 4)","(0, 0, 1, 12)",2164.763455754467
1180,"(4, 0, 3)","(1, 0, 1, 12)",2164.768060187775
887,"(3, 0, 3)","(0, 0, 0, 12)",2164.8126919520296
907,"(3, 0, 5)","(1, 0, 0, 12)",2164.833956939754
888,"(3, 0, 3)","(0, 0, 1, 12)",2164.9175022196096
432,"(1, 3, 0)","(0, 0, 0, 12)",2164.940660083974
891,"(3, 0, 3)","(1, 0, 0, 12)",2165.0996284922217
931,"(3, 1, 2)","(1, 0, 0, 12)",2165.2090492259535
1159,"(4, 0, 1)","(0, 0, 0, 12)",2165.22093152538
928,"(3, 1, 2)","(0, 0, 1, 12)",2165.2639243702524
328,"(1, 0, 5)","(0, 0, 0, 12)",2165.29664877908
608,"(2, 0, 4)","(0, 0, 0, 12)",2165.3435577278724
879,"(3, 0, 2)","(0, 0, 0, 12)",2165.4585335880142
1443,"(5, 0, 0)","(1, 0, 1, 12)",2165.51191655954
899,"(3, 0, 4)","(1, 0, 0, 12)",2165.6279912444224
895,"(3, 0, 4)","(0, 0, 0, 12)",2165.646247701222
601,"(2, 0, 3)","(0, 0, 1, 12)",2165.6748076203207
1446,"(5, 0, 1)","(0, 0, 0, 12)",2165.6840829345538
604,"(2, 0, 3)","(1, 0, 0, 12)",2165.694326347334
884,"(3, 0, 2)","(1, 0, 1, 12)",2165.698690460122
1634,"(5, 4, 0)","(1, 0, 0, 12)",2165.722303030724
1631,"(5, 4, 0)","(0, 0, 1, 12)",2165.748688261523
1178,"(4, 0, 3)","(0, 1, 1, 12)",2165.785365295459
605,"(2, 0, 3)","(1, 0, 1, 12)",2165.8370614978107
329,"(1, 0, 5)","(0, 0, 1, 12)",2165.961502116141
1183,"(4, 0, 4)","(0, 0, 0, 12)",2165.974426103962
332,"(1, 0, 5)","(1, 0, 0, 12)",2165.9974106967834
1160,"(4, 0, 1)","(0, 0, 1, 12)",2166.0203536991435
1163,"(4, 0, 1)","(1, 0, 0, 12)",2166.0423702927287
1447,"(5, 0, 1)","(0, 0, 1, 12)",2166.1156224080178
1172,"(4, 0, 2)","(1, 0, 1, 12)",2166.3645944529158
609,"(2, 0, 4)","(0, 0, 1, 12)",2166.385011531075
1176,"(4, 0, 3)","(0, 0, 1, 12)",2166.398901256964
1179,"(4, 0, 3)","(1, 0, 0, 12)",2166.413238124936
612,"(2, 0, 4)","(1, 0, 0, 12)",2166.4205283318606
616,"(2, 0, 5)","(0, 0, 0, 12)",2166.4456865983498
880,"(3, 0, 2)","(0, 0, 1, 12)",2166.4462008180603
883,"(3, 0, 2)","(1, 0, 0, 12)",2166.459841767537
280,"(0, 5, 5)","(0, 0, 0, 12)",2166.5397621647003
1406,"(4, 5, 2)","(0, 0, 0, 12)",2166.5456544749504
1402,"(4, 5, 1)","(1, 0, 0, 12)",2166.6525114224623
1399,"(4, 5, 1)","(0, 0, 1, 12)",2166.6525640917557
320,"(1, 0, 4)","(0, 0, 0, 12)",2166.7400095078274
1635,"(5, 4, 0)","(1, 0, 1, 12)",2166.7973221508623
436,"(1, 3, 0)","(1, 0, 0, 12)",2166.8045088767885
433,"(1, 3, 0)","(0, 0, 1, 12)",2166.813390007282
1171,"(4, 0, 2)","(1, 0, 0, 12)",2166.82263880767
903,"(3, 0, 5)","(0, 0, 0, 12)",2167.216596108937
1184,"(4, 0, 4)","(0, 0, 1, 12)",2167.2867442835686
617,"(2, 0, 5)","(0, 0, 1, 12)",2167.3225892014184
613,"(2, 0, 4)","(1, 0, 1, 12)",2167.333175073134
892,"(3, 0, 3)","(1, 0, 1, 12)",2167.3411526840114
620,"(2, 0, 5)","(1, 0, 0, 12)",2167.349728645475
321,"(1, 0, 4)","(0, 0, 1, 12)",2167.4217613028386
1450,"(5, 0, 1)","(1, 0, 0, 12)",2167.438750462956
1451,"(5, 0, 1)","(1, 0, 1, 12)",2167.453481553191
1173,"(4, 0, 2)","(1, 1, 0, 12)",2167.4955285882215
324,"(1, 0, 4)","(1, 0, 0, 12)",2167.5138170061227
927,"(3, 1, 2)","(0, 0, 0, 12)",2167.6668691275313
333,"(1, 0, 5)","(1, 0, 1, 12)",2167.6921077424554
437,"(1, 3, 0)","(1, 0, 1, 12)",2167.8905655222325
1188,"(4, 0, 4)","(1, 0, 1, 12)",2167.94296894405
1470,"(5, 0, 4)","(0, 0, 0, 12)",2167.9740021629154
1462,"(5, 0, 3)","(0, 0, 0, 12)",2168.066973300372
668,"(2, 1, 5)","(1, 0, 0, 12)",2168.082323991703
665,"(2, 1, 5)","(0, 0, 1, 12)",2168.219635206542
1195,"(4, 0, 5)","(1, 0, 0, 12)",2168.226580019253
284,"(0, 5, 5)","(1, 0, 0, 12)",2168.292215825483
1190,"(4, 0, 4)","(1, 1, 1, 12)",2168.3474353994625
1410,"(4, 5, 2)","(1, 0, 0, 12)",2168.3841449331435
1407,"(4, 5, 2)","(0, 0, 1, 12)",2168.393723024722
281,"(0, 5, 5)","(0, 0, 1, 12)",2168.5193850601627
621,"(2, 0, 5)","(1, 0, 1, 12)",2168.5369445951783
900,"(3, 0, 4)","(1, 0, 1, 12)",2168.6275830791274
1403,"(4, 5, 1)","(1, 0, 1, 12)",2168.649232487141
955,"(3, 1, 5)","(1, 0, 0, 12)",2168.9290668476324
1467,"(5, 0, 3)","(1, 0, 1, 12)",2169.2301051863456
893,"(3, 0, 3)","(1, 1, 0, 12)",2169.2594845949816
325,"(1, 0, 4)","(1, 0, 1, 12)",2169.261970811715
1471,"(5, 0, 4)","(0, 0, 1, 12)",2169.412368487413
952,"(3, 1, 5)","(0, 0, 1, 12)",2169.4303378685167
1474,"(5, 0, 4)","(1, 0, 0, 12)",2169.4342869932902
1186,"(4, 0, 4)","(0, 1, 1, 12)",2169.7164801117506
1475,"(5, 0, 4)","(1, 0, 1, 12)",2169.857939697912
908,"(3, 0, 5)","(1, 0, 1, 12)",2169.8609924754796
1191,"(4, 0, 5)","(0, 0, 0, 12)",2169.9312960208536
1466,"(5, 0, 3)","(1, 0, 0, 12)",2169.944704739928
664,"(2, 1, 5)","(0, 0, 0, 12)",2169.9621126907446
1193,"(4, 0, 5)","(0, 1, 0, 12)",2170.185139397807
1187,"(4, 0, 4)","(1, 0, 0, 12)",2170.267284617289
1411,"(4, 5, 2)","(1, 0, 1, 12)",2170.3256242540047
285,"(0, 5, 5)","(1, 0, 1, 12)",2170.379951298794
1478,"(5, 0, 5)","(0, 0, 0, 12)",2170.576475867727
932,"(3, 1, 2)","(1, 0, 1, 12)",2170.784086522443
260,"(0, 5, 2)","(1, 0, 0, 12)",2170.9487642942127
1196,"(4, 0, 5)","(1, 0, 1, 12)",2171.061691124139
1192,"(4, 0, 5)","(0, 0, 1, 12)",2171.125301712576
902,"(3, 0, 4)","(1, 1, 1, 12)",2171.48429920606
1483,"(5, 0, 5)","(1, 0, 1, 12)",2171.603106800794
951,"(3, 1, 5)","(0, 0, 0, 12)",2171.680196918701
1463,"(5, 0, 3)","(0, 0, 1, 12)",2171.7515016596053
1511,"(5, 1, 3)","(0, 0, 1, 12)",2171.895573751061
313,"(1, 0, 3)","(0, 0, 1, 12)",2172.0139133557195
1469,"(5, 0, 3)","(1, 1, 1, 12)",2172.0326063814077
316,"(1, 0, 3)","(1, 0, 0, 12)",2172.128502730537
1465,"(5, 0, 3)","(0, 1, 1, 12)",2172.1838796813336
312,"(1, 0, 3)","(0, 0, 0, 12)",2172.1973068065863
1514,"(5, 1, 3)","(1, 0, 0, 12)",2172.317516559115
1479,"(5, 0, 5)","(0, 0, 1, 12)",2172.482832383547
1482,"(5, 0, 5)","(1, 0, 0, 12)",2172.531335567097
1181,"(4, 0, 3)","(1, 1, 0, 12)",2172.9123415187687
669,"(2, 1, 5)","(1, 0, 1, 12)",2173.3554000003455
644,"(2, 1, 2)","(1, 0, 0, 12)",2173.4668612759533
956,"(3, 1, 5)","(1, 0, 1, 12)",2174.0072647357233
641,"(2, 1, 2)","(0, 0, 1, 12)",2174.0129175446664
905,"(3, 0, 5)","(0, 1, 0, 12)",2174.129045685211
243,"(0, 5, 0)","(0, 1, 1, 12)",2174.581089998612
317,"(1, 0, 3)","(1, 0, 1, 12)",2175.1967673161184
1111,"(3, 5, 1)","(0, 0, 0, 12)",2175.7333150176987
144,"(0, 3, 0)","(0, 0, 0, 12)",2175.7425759636626
242,"(0, 5, 0)","(0, 1, 0, 12)",2175.9375745669445
1342,"(4, 4, 0)","(0, 0, 0, 12)",2176.21858043846
246,"(0, 5, 0)","(1, 1, 0, 12)",2177.0769816634397
1115,"(3, 5, 1)","(1, 0, 0, 12)",2177.6973366639113
1112,"(3, 5, 1)","(0, 0, 1, 12)",2177.698690570527
1346,"(4, 4, 0)","(1, 0, 0, 12)",2177.7229484114005
1343,"(4, 4, 0)","(0, 0, 1, 12)",2177.759020629486
1189,"(4, 0, 4)","(1, 1, 0, 12)",2177.759163527434
148,"(0, 3, 0)","(1, 0, 0, 12)",2177.7610077734853
640,"(2, 1, 2)","(0, 0, 0, 12)",2177.896507398145
145,"(0, 3, 0)","(0, 0, 1, 12)",2178.7182713762772
149,"(0, 3, 0)","(1, 0, 1, 12)",2178.7365171663087
1347,"(4, 4, 0)","(1, 0, 1, 12)",2178.89026188275
1468,"(5, 0, 3)","(1, 1, 0, 12)",2179.4533058714223
1116,"(3, 5, 1)","(1, 0, 1, 12)",2179.677306579569
247,"(0, 5, 0)","(1, 1, 1, 12)",2181.153461346379
1477,"(5, 0, 4)","(1, 1, 1, 12)",2181.35712896621
305,"(1, 0, 2)","(0, 0, 1, 12)",2181.3972832148715
1055,"(3, 4, 0)","(0, 0, 0, 12)",2181.4314357935627
308,"(1, 0, 2)","(1, 0, 0, 12)",2181.5745046002135
304,"(1, 0, 2)","(0, 0, 0, 12)",2181.843419087417
1059,"(3, 4, 0)","(1, 0, 0, 12)",2182.809662496447
901,"(3, 0, 4)","(1, 1, 0, 12)",2182.82533980002
1056,"(3, 4, 0)","(0, 0, 1, 12)",2182.8534799527656
309,"(1, 0, 2)","(1, 0, 1, 12)",2183.375826469839
1060,"(3, 4, 0)","(1, 0, 1, 12)",2184.095433942062
1473,"(5, 0, 4)","(0, 1, 1, 12)",2184.855029224037
823,"(2, 5, 1)","(0, 0, 0, 12)",2190.7613105036817
881,"(3, 0, 2)","(0, 1, 0, 12)",2190.770936997656
827,"(2, 5, 1)","(1, 0, 0, 12)",2192.48788971074
824,"(2, 5, 1)","(0, 0, 1, 12)",2192.5095869282877
828,"(2, 5, 1)","(1, 0, 1, 12)",2193.711200452829
1510,"(5, 1, 3)","(0, 0, 0, 12)",2195.1377015124353
536,"(1, 5, 1)","(0, 0, 0, 12)",2196.2068371772502
541,"(1, 5, 1)","(1, 0, 1, 12)",2196.2768083844967
1476,"(5, 0, 4)","(1, 1, 0, 12)",2198.027570944943
296,"(1, 0, 1)","(0, 0, 0, 12)",2199.798823235807
540,"(1, 5, 1)","(1, 0, 0, 12)",2200.2971337328995
537,"(1, 5, 1)","(0, 0, 1, 12)",2200.3845936713874
1515,"(5, 1, 3)","(1, 0, 1, 12)",2200.4759457925074
835,"(2, 5, 2)","(1, 0, 0, 12)",2200.941063282611
1678,"(5, 5, 0)","(0, 0, 0, 12)",2201.3459660486747
767,"(2, 4, 0)","(0, 0, 0, 12)",2201.671463700089
628,"(2, 1, 0)","(1, 0, 0, 12)",2202.0114295271765
911,"(3, 1, 0)","(0, 0, 0, 12)",2202.1005454762535
1682,"(5, 5, 0)","(1, 0, 0, 12)",2203.037814490301
1679,"(5, 5, 0)","(0, 0, 1, 12)",2203.059008051716
345,"(1, 1, 1)","(0, 0, 1, 12)",2203.0757074675307
771,"(2, 4, 0)","(1, 0, 0, 12)",2203.326808654906
768,"(2, 4, 0)","(0, 0, 1, 12)",2203.3510930918055
301,"(1, 0, 1)","(1, 0, 1, 12)",2203.5295768192454
297,"(1, 0, 1)","(0, 0, 1, 12)",2203.583874267522
300,"(1, 0, 1)","(1, 0, 0, 12)",2203.8717147664056
632,"(2, 1, 1)","(0, 0, 0, 12)",2204.379656154231
889,"(3, 0, 3)","(0, 1, 0, 12)",2204.5017683524165
772,"(2, 4, 0)","(1, 0, 1, 12)",2204.5080751082014
1683,"(5, 5, 0)","(1, 0, 1, 12)",2204.5599037651064
1211,"(4, 1, 1)","(1, 0, 1, 12)",2205.4043625521754
633,"(2, 1, 1)","(0, 0, 1, 12)",2205.7224341501565
64,"(0, 1, 2)","(0, 0, 0, 12)",2205.7348414871335
340,"(1, 1, 0)","(1, 0, 0, 12)",2205.943824506063
936,"(3, 1, 3)","(0, 0, 1, 12)",2206.138567104518
1456,"(5, 0, 2)","(0, 1, 0, 12)",2206.8833989465156
1169,"(4, 0, 2)","(0, 1, 0, 12)",2207.1985758424034
68,"(0, 1, 2)","(1, 0, 0, 12)",2207.402686202778
65,"(0, 1, 2)","(0, 0, 1, 12)",2207.4120165552195
939,"(3, 1, 3)","(1, 0, 0, 12)",2207.749762658665
1215,"(4, 1, 2)","(0, 0, 1, 12)",2207.9173135267633
369,"(1, 1, 4)","(0, 0, 1, 12)",2208.210126893468
637,"(2, 1, 1)","(1, 0, 1, 12)",2208.4497589921134
1218,"(4, 1, 2)","(1, 0, 0, 12)",2208.4863365722317
69,"(0, 1, 2)","(1, 0, 1, 12)",2209.3996569394617
1219,"(4, 1, 2)","(1, 0, 1, 12)",2209.741048518176
935,"(3, 1, 3)","(0, 0, 0, 12)",2209.7819425503926
657,"(2, 1, 4)","(0, 0, 1, 12)",2209.9233264576874
1507,"(5, 1, 2)","(1, 0, 1, 12)",2210.399289448406
1206,"(4, 1, 1)","(0, 0, 0, 12)",2210.651782104517
660,"(2, 1, 4)","(1, 0, 0, 12)",2211.0288593190976
381,"(1, 1, 5)","(1, 0, 1, 12)",2211.114155843851
1494,"(5, 1, 1)","(0, 0, 0, 12)",2211.298086864607
1214,"(4, 1, 2)","(0, 0, 0, 12)",2211.3415748583784
72,"(0, 1, 3)","(0, 0, 0, 12)",2211.589936740914
940,"(3, 1, 3)","(1, 0, 1, 12)",2211.75997758313
1226,"(4, 1, 3)","(1, 0, 0, 12)",2211.8390731691516
1210,"(4, 1, 1)","(1, 0, 0, 12)",2212.1214074714594
1207,"(4, 1, 1)","(0, 0, 1, 12)",2212.159641940099
661,"(2, 1, 4)","(1, 0, 1, 12)",2212.3291248777
1498,"(5, 1, 1)","(1, 0, 0, 12)",2212.339778224227
1495,"(5, 1, 1)","(0, 0, 1, 12)",2212.4192878697113
1502,"(5, 1, 2)","(0, 0, 0, 12)",2212.8400802326846
56,"(0, 1, 1)","(0, 0, 0, 12)",2212.9414699364843
1499,"(5, 1, 1)","(1, 0, 1, 12)",2213.290143575551
76,"(0, 1, 3)","(1, 0, 0, 12)",2213.3374126316576
73,"(0, 1, 3)","(0, 0, 1, 12)",2213.342078007766
1177,"(4, 0, 3)","(0, 1, 0, 12)",2213.727717073077
376,"(1, 1, 5)","(0, 0, 0, 12)",2214.109684258294
1506,"(5, 1, 2)","(1, 0, 0, 12)",2214.404760657909
1503,"(5, 1, 2)","(0, 0, 1, 12)",2214.4398165264715
60,"(0, 1, 1)","(1, 0, 0, 12)",2214.6026757851637
57,"(0, 1, 1)","(0, 0, 1, 12)",2214.606058277901
656,"(2, 1, 4)","(0, 0, 0, 12)",2214.9164088570255
77,"(0, 1, 3)","(1, 0, 1, 12)",2215.3362009028733
377,"(1, 1, 5)","(0, 0, 1, 12)",2216.1100315607755
380,"(1, 1, 5)","(1, 0, 0, 12)",2216.1103300875116
61,"(0, 1, 1)","(1, 0, 1, 12)",2216.426190088821
649,"(2, 1, 3)","(0, 0, 1, 12)",2218.049322665936
1185,"(4, 0, 4)","(0, 1, 0, 12)",2218.129998195657
1519,"(5, 1, 4)","(0, 0, 1, 12)",2220.581562706904
653,"(2, 1, 3)","(1, 0, 1, 12)",2221.6932174117674
80,"(0, 1, 4)","(0, 0, 0, 12)",2221.6967231519857
944,"(3, 1, 4)","(0, 0, 1, 12)",2221.939147843923
652,"(2, 1, 3)","(1, 0, 0, 12)",2222.072313071366
1464,"(5, 0, 3)","(0, 1, 0, 12)",2222.215418418015
947,"(3, 1, 4)","(1, 0, 0, 12)",2222.5518947433757
648,"(2, 1, 3)","(0, 0, 0, 12)",2222.9866335569354
352,"(1, 1, 2)","(0, 0, 0, 12)",2223.3378778799756
84,"(0, 1, 4)","(1, 0, 0, 12)",2223.4480585859415
81,"(0, 1, 4)","(0, 0, 1, 12)",2223.454213007811
360,"(1, 1, 3)","(0, 0, 0, 12)",2223.4635429937443
1522,"(5, 1, 4)","(1, 0, 0, 12)",2223.7399170602953
624,"(2, 1, 0)","(0, 0, 0, 12)",2224.203381847963
1527,"(5, 1, 5)","(0, 0, 1, 12)",2224.4455065959573
1530,"(5, 1, 5)","(1, 0, 0, 12)",2224.5621325820744
344,"(1, 1, 1)","(0, 0, 0, 12)",2224.633462079661
356,"(1, 1, 2)","(1, 0, 0, 12)",2225.1230562946716
353,"(1, 1, 2)","(0, 0, 1, 12)",2225.128772608151
897,"(3, 0, 4)","(0, 1, 0, 12)",2225.2015995573024
364,"(1, 1, 3)","(1, 0, 0, 12)",2225.245962744259
361,"(1, 1, 3)","(0, 0, 1, 12)",2225.2509831780208
88,"(0, 1, 5)","(0, 0, 0, 12)",2225.3382014633553
85,"(0, 1, 4)","(1, 0, 1, 12)",2225.4446621567536
368,"(1, 1, 4)","(0, 0, 0, 12)",2225.72466834255
1239,"(4, 1, 5)","(0, 0, 1, 12)",2225.900047629374
625,"(2, 1, 0)","(0, 0, 1, 12)",2226.000928629082
943,"(3, 1, 4)","(0, 0, 0, 12)",2226.118351005614
1523,"(5, 1, 4)","(1, 0, 1, 12)",2226.1551621584595
1485,"(5, 0, 5)","(1, 1, 1, 12)",2226.398778761281
348,"(1, 1, 1)","(1, 0, 0, 12)",2226.4927929282658
